Days Since,Date,Boulder Name,Area,Sub Area,V Grade,Euro Grade,Stars,Soft/Hard,Flash,Attempts,Minutes,Sessions,8a.nu Points,Final Time,Comment,FA,Athletic,Cruxy,Slopey,Crimpy,Sharp,Technical,Power,Endurance,Overhang,Vertical,Slab,Roof,Scary
2509,2018-07-21,"""The Fin""","""Rocklands""","""Kleinfontein""",6.0,"""7A""",55,,,5,20,1,700,13:20:00,"""DESCRIPTORS:

5 Attempts | 20 Minutes | 1 Sessions

Session #1 on 2018-07-21 at 13:00:00. 5 attempts, over 20 minutes. 
	The beta I used was worse, climbed worse, and looked worse, but it was way more eventful so it was worth it.""",,,,,,,,,,,,,,
2511,2018-07-19,"""Buff the Banana""","""Rocklands""","""de Pakhuys - Plateau""",6.0,"""7A""",50,"""HARD""",,15,45,1,700,15:45:00,"""DESCRIPTORS:

15 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2018-07-19 at 15:00:00. 15 attempts, over 45 minutes. 
	This was weird and not that good. Fun and sort of fitting name though!""",,,,,,,,,,,,,,
2511,2018-07-19,"""Miss Cave""","""Rocklands""","""de Pakhuys - Arch Valley""",8.0,"""7B+""",60,,,15,45,1,850,16:45:00,"""DESCRIPTORS: CRUXY | SCARY |

15 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2018-07-19 at 16:00:00. 15 attempts, over 45 minutes. 
	Shockingly fun! Climb a V0- into a couple hard moves up high. A little spooky with only one pad; thankfully the landing zone is pretty stable.""",,,"""CRUXY""",,,,,,,,,,,"""SCARY"""
2517,2018-07-13,"""Perfect""","""Rocklands""","""Powerlines""",5.5,"""6C+""",65,,"""FLASH""",1,1,1,700,11:01:00,"""DESCRIPTORS: OVERHANG |

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-07-13 at 11:00:00. 1 attempts, over 1 minutes. 
	Pretty cool boulder under the powerlines by the entrace to 8 Day Rain. A little worried the baboons were gonna attack us, but thankfully they stayed away, likely because of my huge bulging muscles.""",,,,,,,,,,"""OVERHANG""",,,,
2517,2018-07-13,"""Perfect Low""","""Rocklands""","""Powerlines""",6.0,"""7A""",55,,,2,5,1,702,11:20:00,"""DESCRIPTORS: OVERHANG |

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2018-07-13 at 11:15:00. 2 attempts, over 5 minutes. 
	SICK LOWSTART! MAYBE A SICK NEW FA! CLIMB A PUMPY V0 TRAV AND THEN DO THE REGULAR PROBLEM. FLASHED IT BUT CAN'T CALL IT A FLASH SINCE I DID THE NORMAL ALREADY. I <3 ALL CAPS!!!""",,,,,,,,,,"""OVERHANG""",,,,
2517,2018-07-13,"""Perfect Left""","""Rocklands""","""Powerlines""",5.5,"""6C+""",55,,,2,2,1,652,11:27:00,"""DESCRIPTORS: OVERHANG |

2 Attempts | 2 Minutes | 1 Sessions

Session #1 on 2018-07-13 at 11:25:00. 2 attempts, over 2 minutes. 
	SICK LEFT START! ALSO MAYBE A SICK NEW FA? DIDN'T FLASH THIS ONE SINCE MY FOOT POPPED. DANG. STILL LOVING THE ALL CAPS!""",,,,,,,,,,"""OVERHANG""",,,,
2517,2018-07-13,"""The Function of the Female Orgasm""","""Rocklands""","""Kliphuis Campground - Campground""",5.5,"""6C+""",40,"""SOFT""","""FLASH""",1,1,1,700,14:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-07-13 at 14:00:00. 1 attempts, over 1 minutes. 
	Not 100% sure if I did it since I don't think I found the proper start hold, but logging it anyway as part of my streetshoe practice. Also it was just starting to rain so it was one of the sickest 6 foot tall boulders I've ever done.""",,,,,,,,,,,,,,
2519,2018-07-11,"""The Great Escape""","""Rocklands""","""The Sassies""",5.5,"""6C+""",45,"""HARD""",,10,45,1,650,12:45:00,"""DESCRIPTORS:

10 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2018-07-11 at 12:00:00. 10 attempts, over 45 minutes. 
	Deceptively hard crux lockoff.""",,,,,,,,,,,,,,
2520,2018-07-10,"""Where Do You Go From Here?""","""Rocklands""","""Lower Pakhuis - Champsite""",7.0,"""7A+""",45,"""SOFT""",,4,10,1,750,11:10:00,"""DESCRIPTORS:

4 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2018-07-10 at 11:00:00. 4 attempts, over 10 minutes. 
	Got my butt kicked by Kingdom in the Sky so I went around and found some B-list problems to climb.""",,,,,,,,,,,,,,
2520,2018-07-10,"""Sean's Roof""","""Rocklands""","""Lower Pakhuis - Champsite""",9.0,"""7C""",45,"""HARD""",,20,60,1,900,13:00:00,"""DESCRIPTORS: POWER | ENDURANCE | OVERHANG |

20 Attempts | 60 Minutes | 1 Sessions

Session #1 on 2018-07-10 at 12:00:00. 20 attempts, over 60 minutes. 
	Went to war on this bad boy. Ankles/forearms/shins/knees/back all got scraped and beat up, but it was worth itI think. Did it from 2 moves in and then was worried I was going to have to hike back up there for another ""Clam Traverse of Rocklands"". Thankfully I kepy my shit together and did it from the start next go. Hardest problem I've done in a session (I think).""",,,,,,,,"""POWER""","""ENDURANCE""","""OVERHANG""",,,,
2522,2018-07-08,"""Zanzibar""","""Rocklands""","""de Pakhuys - Plateau""",8.0,"""7B+""",70,"""SOFT""",,6,30,1,850,14:30:00,"""DESCRIPTORS: VERTICAL |

6 Attempts | 30 Minutes | 1 Sessions

Session #1 on 2018-07-08 at 14:00:00. 6 attempts, over 30 minutes. 
	Had wanted to do this one since first time I was here. Might not have picked the best day to do it since it was hot and in direct sun, but it was super duper nonetheless. Only other downside was missing the pads on a stupid fall where I didn't place my feet smartly.""",,,,,,,,,,,"""VERTICAL""",,,
2523,2018-07-07,"""Bow Down""","""Rocklands""","""Lower Pakhuis - Riverside""",4.5,"""6B+""",50,"""HARD""",,8,15,1,550,15:15:00,"""DESCRIPTORS:

8 Attempts | 15 Minutes | 1 Sessions

Session #1 on 2018-07-07 at 15:00:00. 8 attempts, over 15 minutes. 
	Proudest ascent in Rocklands; it was friggen hard! First move dyno-ish off your butt, genius.""",,,,,,,,,,,,,,
2525,2018-07-05,"""Warm-Up Arete""","""Rocklands""","""8 Day Rain""",5.0,"""6C""",50,"""SOFT""",,2,1,1,602,10:01:00,"""DESCRIPTORS:

2 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-07-05 at 10:00:00. 2 attempts, over 1 minutes. 
	Near limit in the streetshoes, plus I did a sick heel-toe cam which is probably a first in the streetshoes for me.""",,,,,,,,,,,,,,
2525,2018-07-05,"""Right Arete""","""Rocklands""","""8 Day Rain""",5.5,"""6C+""",50,"""SOFT""",,3,2,1,650,10:32:00,"""DESCRIPTORS:

3 Attempts | 2 Minutes | 1 Sessions

Session #1 on 2018-07-05 at 10:30:00. 3 attempts, over 2 minutes. 
	Hell yeah I'm actually getting better at this streetshoe climbing business!""",,,,,,,,,,,,,,
2525,2018-07-05,"""Vanity""","""Rocklands""","""8 Day Rain""",7.0,"""7A+""",65,,,5,15,1,750,11:15:00,"""DESCRIPTORS: OVERHANG |

5 Attempts | 15 Minutes | 1 Sessions

Session #1 on 2018-07-05 at 11:00:00. 5 attempts, over 15 minutes. 
	Took a few tries to figure out the foot sequence. Grovely topout keeps it from getting the Recommended flag.""",,,,,,,,,,"""OVERHANG""",,,,
2525,2018-07-05,"""The Skink""","""Rocklands""","""8 Day Rain""",7.5,"""7B""",70,,,5,15,1,800,13:15:00,"""DESCRIPTORS: ATHLETIC | OVERHANG |

5 Attempts | 15 Minutes | 1 Sessions

Session #1 on 2018-07-05 at 13:00:00. 5 attempts, over 15 minutes. 
	Two tries for distance, one try for hand mistakes, one try for foot mistakes, and then one final try for execution. I think this is my first actual all points off dyno, so that's sweet (EDIT: I forgot I did the Trojan Horse dyno in Tahoe, but it doesn't really count since I can't do the topout \_()_/).""",,"""ATHLETIC""",,,,,,,,"""OVERHANG""",,,,
2525,2018-07-05,"""Warm-Up 1""","""Rocklands""","""8 Day Rain""",3.0,"""6A""",45,,"""FLASH""",1,1,1,450,15:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-07-05 at 15:00:00. 1 attempts, over 1 minutes. 
	MOAR STREETSHOE PRACTICE.""",,,,,,,,,,,,,,
2525,2018-07-05,"""Fishsticks""","""Rocklands""","""8 Day Rain""",4.0,"""6B""",45,,"""FLASH""",1,1,1,550,15:16:00,"""DESCRIPTORS: CRIMPY |

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-07-05 at 15:15:00. 1 attempts, over 1 minutes. 
	EVEN MOAR STREETSHOE PRACTICE. Had to actually crimp on this one!""",,,,,"""CRIMPY""",,,,,,,,,
2525,2018-07-05,"""To Siemay""","""Rocklands""","""8 Day Rain""",5.5,"""6C+""",60,,"""FLASH""",1,1,1,700,15:31:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-07-05 at 15:30:00. 1 attempts, over 1 minutes. 
	No complaints about this one, nice height, nice holds, nice feet where you want em, nice flat landing; super nice!""",,,,,,,,,,,,,,
2526,2018-07-04,"""Born Into Struggle""","""Rocklands""","""de Pakhuys - Plateau""",8.0,"""7B+""",60,,,15,45,1,850,12:45:00,"""DESCRIPTORS: CRUXY | TECHNICAL |

15 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2018-07-04 at 12:00:00. 15 attempts, over 45 minutes. 
	Cool toehook moves and a cool last move, and we had the whole boulder to ourselves (at least until the fricken music guys showed up when we were leaving). Totally dabbed on the topout when I tried to do a SICK boulder transfer that failed miserably.""",,,"""CRUXY""",,,,"""TECHNICAL""",,,,,,"""ROOF""",
2527,2018-07-03,"""An Amal Roof""","""Rocklands""","""The Sassies""",9.0,"""7C""",50,"""SOFT""",,10,60,1,900,12:00:00,"""DESCRIPTORS: ENDURANCE | OVERHANG |

10 Attempts | 60 Minutes | 1 Sessions

Session #1 on 2018-07-03 at 11:00:00. 10 attempts, over 60 minutes. 
	If you take Un Petit as V4 -> V4 -> V4, then this is V6 -> V4 -> V4. Had to gun it and climb fast since I don't know how to sport climb and take rests.""",,,,,,,,,"""ENDURANCE""","""OVERHANG""",,,"""ROOF""",
2527,2018-07-03,"""Short and Stout""","""Rocklands""","""The Sassies""",7.0,"""7A+""",55,,,10,30,1,750,17:30:00,"""DESCRIPTORS:

10 Attempts | 30 Minutes | 1 Sessions

Session #1 on 2018-07-03 at 17:00:00. 10 attempts, over 30 minutes. 
	Pretty crazy how many times I can forget/mess up my beta on what is essentially a one move wonder. Shoutout to the whole squad for having a very natural conversaton about Easter while I was climbing so it wasn't too quiet.""",,,,,,,,,,,,,,
2531,2018-06-29,"""Ron Ron Diagonal""","""Rocklands""","""Kliphuis Campground - Campground""",6.0,"""7A""",50,,,2,10,1,702,11:10:00,"""DESCRIPTORS:

2 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2018-06-29 at 11:00:00. 2 attempts, over 10 minutes. 
	Made virtually no progress on Ron Ron et Caramel so I did this instead.""",,,,,,,,,,,,,,
2531,2018-06-29,"""Easyhasi""","""Rocklands""","""Lower Pakhuis - Champsite""",4.0,"""6B""",55,,"""FLASH""",1,1,1,550,13:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-06-29 at 13:00:00. 1 attempts, over 1 minutes. 
	More streeshoe practice! This time in the down jacket and in the rain.""",,,,,,,,,,,,,,
2532,2018-06-28,"""Last Day in Paradise""","""Rocklands""","""The Pass - Roadcrew""",9.0,"""7C""",65,,,25,150,1,900,12:00:00,"""DESCRIPTORS: SHARP | OVERHANG |

25 Attempts | 150 Minutes | 1 Sessions

Session #1 on 2018-06-28 at 09:30:00. 25 attempts, over 150 minutes. 
	More like 8th day in paradise. Get it? Since we got here 8 days ago? And we're calling it paradise? So it's like the 8th day, in paradise? A+ joke stuff right there. Really nice problem in a sweet setting. Only thing holding back the recommended flag is the sharpness of that right hand.""",,,,,,"""SHARP""",,,,"""OVERHANG""",,,,
2532,2018-06-28,"""In the Shadows""","""Rocklands""","""The Pass - Roadcrew""",6.0,"""7A""",50,"""HARD""",,4,30,1,700,13:30:00,"""DESCRIPTORS:

4 Attempts | 30 Minutes | 1 Sessions

Session #1 on 2018-06-28 at 13:00:00. 4 attempts, over 30 minutes. 
	Hard ass first move but a sweet second move. I love climbing obscure random problems that aren't that good and often very lowball. It's my main strength in climbing.""",,,,,,,,,,,,,,
2534,2018-06-26,"""Manuerheim Roof""","""Rocklands""","""The Pass - Roadcrew""",5.0,"""6C""",45,,,5,30,2,600,11:30:00,"""DESCRIPTORS: OVERHANG |

5 Attempts | 30 Minutes | 2 Sessions

Session #1 on 2014-08-29 at 13:00:00. 2 attempts, over 5 minutes. 
	Was very muddy under the boulder. Tried to do the top a couple times in streetshoes.

Session #2 on 2018-06-26 at 11:05:00. 3 attempts, over 25 minutes. 
	Couldn't streetshoe it back in 2014. Crappiest of the Roadcrew Roof Tour, but still kind of fun.""",,,,,,,,,,"""OVERHANG""",,,,
2534,2018-06-26,"""Lolita""","""Rocklands""","""The Pass - Roadcrew""",7.5,"""7B""",35,"""HARD""",,20,60,1,800,15:00:00,"""DESCRIPTORS:

20 Attempts | 60 Minutes | 1 Sessions

Session #1 on 2018-06-26 at 14:00:00. 20 attempts, over 60 minutes. 
	One move wonder where the one move isn't even fun. Five stars.""",,,,,,,,,,,,,,
2534,2018-06-26,"""Planeta Tiera""","""Rocklands""","""The Pass - Roadcrew""",7.0,"""7A+""",55,,,20,60,1,750,16:00:00,"""DESCRIPTORS:

20 Attempts | 60 Minutes | 1 Sessions

Session #1 on 2018-06-26 at 15:00:00. 20 attempts, over 60 minutes. 
	Tricky and weird, but I kind of liked it. Shoutout to the Italian guys on Orange Heart giving it 100%.""",,,,,,,,,,,,,,
2535,2018-06-25,"""Gegen den Wind""","""Rocklands""","""de Pakhuys - Fields of Joy""",7.0,"""7A+""",50,,,4,15,1,750,11:15:00,"""DESCRIPTORS:

4 Attempts | 15 Minutes | 1 Sessions

Session #1 on 2018-06-25 at 11:00:00. 4 attempts, over 15 minutes. 
	Meh. This boulder is the epitome of ""fine"".""",,,,,,,,,,,,,,
2535,2018-06-25,"""Maniac""","""Rocklands""","""de Pakhuys - Fields of Joy""",7.5,"""7B""",65,,,20,90,2,800,13:30:00,"""DESCRIPTORS:

20 Attempts | 90 Minutes | 2 Sessions

Session #1 on 2014-08-26 at 17:00:00. 15 attempts, over 60 minutes. 
	Couldn't finish in the dark. Punted off the top.

Session #2 on 2018-06-25 at 13:00:00. 5 attempts, over 30 minutes. 
	Couldn't quite finish in the dark back in 2014 but did it quickly this year after Mackenzie gave us all a lesson on the Flossing dance.""",,,,,,,,,,,,,,
2537,2018-06-23,"""Riverside Slab""","""Rocklands""","""Lower Pakhuis - Riverside""",4.0,"""6B""",65,,"""FLASH""",1,1,1,550,11:01:00,"""DESCRIPTORS: SLAB |

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-06-23 at 11:00:00. 1 attempts, over 1 minutes. 
	Cutting my feet on slab! Always a good time!""",,,,,,,,,,,,"""SLAB""",,
2537,2018-06-23,"""Des Claques pour Nini""","""Rocklands""","""Lower Pakhuis - Riverside""",7.5,"""7B""",65,,,15,90,1,800,16:30:00,"""DESCRIPTORS: SCARY |

15 Attempts | 90 Minutes | 1 Sessions

Session #1 on 2018-06-23 at 15:00:00. 15 attempts, over 90 minutes. 
	Took an adventureous fall, and then did it first try once all the European people left.""",,,,,,,,,,,,,,"""SCARY"""
2538,2018-06-22,"""Cruel World""","""Rocklands""","""de Pakhuys - Arch Valley""",3.5,"""6A+""",50,,,5,15,1,450,14:15:00,"""DESCRIPTORS:

5 Attempts | 15 Minutes | 1 Sessions

Session #1 on 2018-06-22 at 14:00:00. 5 attempts, over 15 minutes. 
	Hard in the streeshoes! Gotta go to the left hand with the right hand; mindblowing.""",,,,,,,,,,,,,,
2539,2018-06-21,"""Much Ado About Nothing""","""Rocklands""","""The Pass - Fortress""",7.0,"""7A+""",55,,,5,15,1,750,15:15:00,"""DESCRIPTORS: SCARY |

5 Attempts | 15 Minutes | 1 Sessions

Session #1 on 2018-06-21 at 15:00:00. 5 attempts, over 15 minutes. 
	Thought about topping out, but then my foot slipped and I figured that was a sign from my conscience to not be stupid.""",,,,,,,,,,,,,,"""SCARY"""
2539,2018-06-21,"""Le Petard Cave""","""Rocklands""","""The Pass - Fortress""",8.0,"""7B+""",30,,,10,30,1,850,15:45:00,"""DESCRIPTORS:

10 Attempts | 30 Minutes | 1 Sessions

Session #1 on 2018-06-21 at 15:15:00. 10 attempts, over 30 minutes. 
	So after getting scared up high I found this gem in the guidebook with the description, ""anyone enjoy lowballs?"" I do. I love lowballs.""",,,,,,,,,,,,,,
2539,2018-06-21,"""Duck a l'orange""","""Rocklands""","""The Pass - Fortress""",4.0,"""6B""",45,,"""FLASH""",1,1,1,550,16:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-06-21 at 16:00:00. 1 attempts, over 1 minutes. 
	Practicing my streetshoe roof skills.""",,,,,,,,,,,,,"""ROOF""",
2595,2018-04-26,"""The Icehouse""","""Leavenworth""","""Icicle Canyon""",4.0,"""6B""",60,"""HARD""",,5,20,1,500,11:20:00,"""DESCRIPTORS:

5 Attempts | 20 Minutes | 1 Sessions

Session #1 on 2018-04-26 at 11:00:00. 5 attempts, over 20 minutes. 
	More like the sweathouse! This boulder was roasting! Jacob has cousins named Joan, Jean, Jane, and....DAWSON.""",,,,,,,,,,,,,,
2595,2018-04-26,"""The Pony Ride""","""Leavenworth""","""Icicle Canyon""",4.0,"""6B""",55,,"""FLASH""",1,1,1,550,13:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-04-26 at 13:00:00. 1 attempts, over 1 minutes. 
	Fun fact: my dad LOVES pony rides. I did this because I had no hope of doing the cotton pony dyno move, but it was actually pretty good!""",,,,,,,,,,,,,,
2595,2018-04-26,"""Geronimo""","""Leavenworth""","""Mountain Home Road""",8.0,"""7B+""",60,"""SOFT""",,15,60,2,850,14:59:00,"""DESCRIPTORS:

15 Attempts | 60 Minutes | 2 Sessions

Session #1 on 2018-04-26 at 00:00:01. 1 attempts, over 1 minutes. 
	Backfill Comment #1

Session #2 on 2018-04-26 at 14:00:00. 14 attempts, over 59 minutes. 
	Day 2 flash. Spent so much damn time messing up the beta my first time here. Was pretty easy the second time around with the correct method.""",,,,,,,,,,,,,,
2596,2018-04-25,"""Yosemite Highball""","""Leavenworth""","""Icicle Canyon""",4.0,"""6B""",50,,"""FLASH""",1,1,1,550,11:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-04-25 at 11:00:00. 1 attempts, over 1 minutes. 
	Mackenzie didn't understand why I topped out backwards....UNTIL SHE DID IT TOO. Then we proceeded to get our asses kicked on fricken everything else at this sector.""",,,,,,,,,,,,,,
2597,2018-04-24,"""Twisted Tree""","""Leavenworth""","""Icicle Canyon""",4.0,"""6B""",60,,"""FLASH""",1,1,1,550,11:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-04-24 at 11:00:00. 1 attempts, over 1 minutes. 
	SHOW EM UR DICK TEDDY!""",,,,,,,,,,,,,,
2597,2018-04-24,"""X1""","""Leavenworth""","""Icicle Canyon""",1.0,"""5B""",55,"""HARD""","""FLASH""",1,1,1,350,15:01:00,"""DESCRIPTORS: SCARY |

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-04-24 at 15:00:00. 1 attempts, over 1 minutes. 
	Scary last move in the Nikes!""",,,,,,,,,,,,,,"""SCARY"""
2597,2018-04-24,"""Cubicle Gangster""","""Leavenworth""","""Icicle Canyon""",0.0,"""5A""",55,,"""FLASH""",1,1,1,300,15:11:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-04-24 at 15:10:00. 1 attempts, over 1 minutes. 
	CHASIN THEM STARS.""",,,,,,,,,,,,,,
2597,2018-04-24,"""The Sword""","""Leavenworth""","""Icicle Canyon""",3.0,"""6A""",65,,"""FLASH""",1,1,1,450,16:01:00,"""DESCRIPTORS: SCARY |

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-04-24 at 16:00:00. 1 attempts, over 1 minutes. 
	Does this count as my first outdoor lead? There were bolts on top!""",,,,,,,,,,,,,,"""SCARY"""
2598,2018-04-23,"""Alfalfa Or Spanky""","""Leavenworth""","""Icicle Canyon""",5.0,"""6C""",60,,,5,25,1,600,16:25:00,"""DESCRIPTORS:

5 Attempts | 25 Minutes | 1 Sessions

Session #1 on 2018-04-23 at 16:00:00. 5 attempts, over 25 minutes. 
	Lesson of the day: The raisins are ants, the celery is the log, and the peanut butter is the log filling. Still not sure what the ""hidden beta"" was.""",,,,,,,,,,,,,,
2599,2018-04-22,"""Beckey's Problem""","""Leavenworth""","""Tumwater Canyon""",6.0,"""7A""",60,,,3,25,1,700,12:25:00,"""DESCRIPTORS:

3 Attempts | 25 Minutes | 1 Sessions

Session #1 on 2018-04-22 at 12:00:00. 3 attempts, over 25 minutes. 
	Third time's the charm. Made the topout real sexy. I finally understand why Teddy didn't top this out...he wouldn't have remembered what to call it on 8a. Kelly's Problem? Nicole's Problem? All girl names are the same.""",,,,,,,,,,,,,,
