player_name,PitchingLine,role,spWAR,rpWAR,ovr,adj,T,stam,#pit,gb%,FIP-,vsR_FIP-,vsL_FIP-,team_abb
A.J. Blubaugh,"SP, 43 ovr / 20 adj (47 stam, 3 pit) 44 GB% | 191 vsR | 184 vsL | 189 FIP-",SP,-3.6,-1.6,43.0,20,R,47.0,3,44.0,189.0,191.0,184.0,LAD
Drey Jameson,"RP, 50 ovr / 44 adj (24 stam, 3 pit) 56 GB% | 80 vsR | 131 vsL | 93 FIP-",RP,0.0,0.7,50.0,44,R,24.0,3,56.0,93.0,80.0,131.0,MIN
Drue Hackenberg,"SP, 37 ovr / 20 adj (50 stam, 0 pit) 55 GB% | 204 vsR | 214 vsL | 208 FIP-",SP,-4.8,-2.0,37.0,20,R,50.0,0,55.0,208.0,204.0,214.0,KC
Druw Jones,"RP, 40 ovr / 20 adj (47 stam, 0 pit) 47 GB% | 395 vsR | 397 vsL | 396 FIP-",RP,0.0,-4.7,40.0,20,R,47.0,0,47.0,396.0,395.0,397.0,CHC
Dugan Darnell,"RP, 38 ovr / 20 adj (17 stam, 1 pit) 49 GB% | 162 vsR | 180 vsL | 169 FIP-",RP,0.0,-1.2,38.0,20,R,17.0,1,49.0,169.0,162.0,180.0,
Dustin May,"RP, 53 ovr / 39 adj (49 stam, 1 pit) 62 GB% | 102 vsR | 114 vsL | 107 FIP-",RP,0.0,0.3,53.0,39,R,49.0,1,62.0,107.0,102.0,114.0,TB
Dylan Beavers,"SP, 47 ovr / 20 adj (54 stam, 0 pit) 43 GB% | 397 vsR | 396 vsL | 396 FIP-",SP,-13.0,-4.7,47.0,20,R,54.0,0,43.0,396.0,397.0,396.0,SD
Dylan Cease,"SP, 64 ovr / 62 adj (62 stam, 4 pit) 44 GB% | 83 vsR | 99 vsL | 91 FIP-",SP,3.5,0.8,64.0,62,R,62.0,4,44.0,91.0,83.0,99.0,HOU
Dylan Coleman,"RP, 37 ovr / 25 adj (15 stam, 3 pit) 48 GB% | 129 vsR | 164 vsL | 144 FIP-",RP,0.0,-0.6,37.0,25,R,15.0,3,48.0,144.0,129.0,164.0,
Dylan Covey,"RP, 41 ovr / 32 adj (20 stam, 0 pit) 70 GB% | 134 vsR | 118 vsL | 125 FIP-",RP,0.0,-0.2,41.0,32,R,20.0,0,70.0,125.0,134.0,118.0,
Dylan Dodd,"RP, 42 ovr / 23 adj (49 stam, 1 pit) 45 GB% | 161 vsR | 108 vsL | 149 FIP-",RP,0.0,-0.8,42.0,23,L,49.0,1,45.0,149.0,161.0,108.0,
Dylan Floro,"RP, 42 ovr / 46 adj (15 stam, 0 pit) 52 GB% | 73 vsR | 124 vsL | 88 FIP-",RP,0.0,0.9,42.0,46,R,15.0,0,52.0,88.0,73.0,124.0,OAK
Dylan Jordan,"SP, 35 ovr / 20 adj (64 stam, 0 pit) 53 GB% | 240 vsR | 258 vsL | 250 FIP-",SP,-7.0,-2.7,35.0,20,R,64.0,0,53.0,250.0,240.0,258.0,HOU
Dylan Lee,"RP, 52 ovr / 42 adj (17 stam, 3 pit) 46 GB% | 106 vsR | 88 vsL | 98 FIP-",RP,0.0,0.6,52.0,42,L,17.0,3,46.0,98.0,106.0,88.0,CHC
Dylan Lesko,"RP, 32 ovr / 20 adj (23 stam, 3 pit) 41 GB% | 261 vsR | 259 vsL | 261 FIP-",RP,0.0,-2.9,32.0,20,R,23.0,3,41.0,261.0,261.0,259.0,CHC
Dylan Ray,"SP, 44 ovr / 20 adj (54 stam, 3 pit) 42 GB% | 185 vsR | 154 vsL | 170 FIP-",SP,-2.5,-1.2,44.0,20,R,54.0,3,42.0,170.0,185.0,154.0,
Dylan Ross,"RP, 46 ovr / 44 adj (21 stam, 3 pit) 56 GB% | 90 vsR | 99 vsL | 95 FIP-",RP,0.0,0.7,46.0,44,R,21.0,3,56.0,95.0,90.0,99.0,
Dylan Smith,"RP, 45 ovr / 36 adj (21 stam, 2 pit) 53 GB% | 103 vsR | 125 vsL | 115 FIP-",RP,0.0,0.1,45.0,36,R,21.0,2,53.0,115.0,103.0,125.0,PIT
Dylan TeBrake,"RP, 42 ovr / 27 adj (22 stam, 3 pit) 57 GB% | 122 vsR | 157 vsL | 138 FIP-",RP,0.0,-0.5,42.0,27,R,22.0,3,57.0,138.0,122.0,157.0,
Easton McGee,"RP, 46 ovr / 31 adj (48 stam, 0 pit) 56 GB% | 121 vsR | 136 vsL | 126 FIP-",RP,0.0,-0.2,46.0,31,R,48.0,0,56.0,126.0,121.0,136.0,
Eddy Yean,"RP, 36 ovr / 20 adj (23 stam, 0 pit) 50 GB% | 209 vsR | 221 vsL | 216 FIP-",RP,0.0,-2.1,36.0,20,R,23.0,0,50.0,216.0,209.0,221.0,CHW
Edgardo Henriquez,"RP, 42 ovr / 32 adj (18 stam, 3 pit) 45 GB% | 106 vsR | 157 vsL | 125 FIP-",RP,0.0,-0.2,42.0,32,R,18.0,3,45.0,125.0,106.0,157.0,CHW
Eduard Bazardo,"RP, 54 ovr / 44 adj (18 stam, 3 pit) 55 GB% | 92 vsR | 98 vsL | 94 FIP-",RP,0.0,0.7,54.0,44,R,18.0,3,55.0,94.0,92.0,98.0,KC
Eduardo Rodriguez,"SP, 47 ovr / 28 adj (58 stam, 3 pit) 44 GB% | 155 vsR | 125 vsL | 145 FIP-",SP,-0.8,-0.7,47.0,28,L,58.0,3,44.0,145.0,155.0,125.0,
Eduardo Salazar,"RP, 36 ovr / 20 adj (34 stam, 0 pit) 59 GB% | 187 vsR | 187 vsL | 189 FIP-",RP,0.0,-1.6,36.0,20,R,34.0,0,59.0,189.0,187.0,187.0,
Eduarniel Nunez,"RP, 39 ovr / 23 adj (18 stam, 2 pit) 53 GB% | 125 vsR | 174 vsL | 150 FIP-",RP,0.0,-0.8,39.0,23,R,18.0,2,53.0,150.0,125.0,174.0,
Edward Cabrera,"SP, 57 ovr / 59 adj (40 stam, 5 pit) 53 GB% | 88 vsR | 134 vsL | 97 FIP-",SP,2.9,0.6,57.0,59,R,40.0,5,53.0,97.0,88.0,134.0,SF
Edwin Diaz,"RP, 74 ovr / 57 adj (15 stam, 2 pit) 50 GB% | 66 vsR | 63 vsL | 65 FIP-",RP,0.0,1.6,74.0,57,R,15.0,2,50.0,65.0,66.0,63.0,BOS
Edwin Uceta,"RP, 56 ovr / 46 adj (22 stam, 3 pit) 39 GB% | 86 vsR | 95 vsL | 89 FIP-",RP,0.0,0.8,56.0,46,R,22.0,3,39.0,89.0,86.0,95.0,LAA
Eiberson Castellano,"RP, 36 ovr / 20 adj (41 stam, 2 pit) 50 GB% | 186 vsR | 213 vsL | 197 FIP-",RP,0.0,-1.8,36.0,20,R,41.0,2,50.0,197.0,186.0,213.0,
Eli Morgan,"RP, 42 ovr / 20 adj (22 stam, 2 pit) 36 GB% | 142 vsR | 188 vsL | 165 FIP-",RP,0.0,-1.1,42.0,20,R,22.0,2,36.0,165.0,142.0,188.0,CLE
Elieser Hernandez,"SP, 43 ovr / 20 adj (62 stam, 2 pit) 45 GB% | 180 vsR | 212 vsL | 195 FIP-",SP,-4.0,-1.7,43.0,20,R,62.0,2,45.0,195.0,180.0,212.0,
Elison Joseph,"RP, 37 ovr / 20 adj (18 stam, 2 pit) 48 GB% | 189 vsR | 213 vsL | 198 FIP-",RP,0.0,-1.8,37.0,20,R,18.0,2,48.0,198.0,189.0,213.0,
Elmer Rodriguez-Cruz,"SP, 44 ovr / 20 adj (55 stam, 2 pit) 54 GB% | 174 vsR | 191 vsL | 182 FIP-",SP,-3.2,-1.5,44.0,20,R,55.0,2,54.0,182.0,174.0,191.0,SF
Elvis Alvarado,"RP, 46 ovr / 36 adj (17 stam, 3 pit) 44 GB% | 130 vsR | 99 vsL | 115 FIP-",RP,0.0,0.1,46.0,36,R,17.0,3,44.0,115.0,130.0,99.0,CIN
Elvis Peguero,"RP, 39 ovr / 41 adj (16 stam, 1 pit) 64 GB% | 100 vsR | 103 vsL | 102 FIP-",RP,0.0,0.5,39.0,41,R,16.0,1,64.0,102.0,100.0,103.0,
Emerson Hancock,"SP, 44 ovr / 20 adj (64 stam, 0 pit) 46 GB% | 175 vsR | 190 vsL | 184 FIP-",SP,-3.3,-1.5,44.0,20,R,64.0,0,46.0,184.0,175.0,190.0,HOU
Emiliano Teodo,"SP, 42 ovr / 20 adj (49 stam, 3 pit) 50 GB% | 145 vsR | 183 vsL | 160 FIP-",SP,-1.8,-1.0,42.0,20,R,49.0,3,50.0,160.0,145.0,183.0,CHW
Emilio Pagan,"RP, 58 ovr / 41 adj (15 stam, 3 pit) 37 GB% | 101 vsR | 101 vsL | 101 FIP-",RP,0.0,0.5,58.0,41,R,15.0,3,37.0,101.0,101.0,101.0,TEX
Emmet Sheehan,"SP, 54 ovr / 45 adj (47 stam, 3 pit) 48 GB% | 113 vsR | 124 vsL | 117 FIP-",SP,1.3,0.0,54.0,45,R,47.0,3,48.0,117.0,113.0,124.0,ARI
Enmanuel De Jesus,"SP, 40 ovr / 20 adj (61 stam, 1 pit) 56 GB% | 176 vsR | 168 vsL | 172 FIP-",SP,-2.6,-1.3,40.0,20,L,61.0,1,56.0,172.0,176.0,168.0,
Enoli Paredes,"RP, 40 ovr / 31 adj (16 stam, 3 pit) 50 GB% | 105 vsR | 161 vsL | 128 FIP-",RP,0.0,-0.2,40.0,31,R,16.0,3,50.0,128.0,105.0,161.0,SEA
Enrique Hernandez,"RP, 40 ovr / 20 adj (17 stam, 0 pit) 34 GB% | 385 vsR | 387 vsL | 386 FIP-",RP,0.0,-4.6,40.0,20,R,17.0,0,34.0,386.0,385.0,387.0,PHI
Enyel De Los Santos,"RP, 46 ovr / 26 adj (15 stam, 2 pit) 40 GB% | 130 vsR | 154 vsL | 143 FIP-",RP,0.0,-0.6,46.0,26,R,15.0,2,40.0,143.0,130.0,154.0,MIA
Erasmo Ramirez,"RP, 39 ovr / 20 adj (33 stam, 0 pit) 44 GB% | 193 vsR | 196 vsL | 192 FIP-",RP,0.0,-1.7,39.0,20,R,33.0,0,44.0,192.0,193.0,196.0,
Eric Cerantola,"RP, 40 ovr / 23 adj (32 stam, 2 pit) 46 GB% | 123 vsR | 179 vsL | 152 FIP-",RP,0.0,-0.8,40.0,23,R,32.0,2,46.0,152.0,123.0,179.0,
Eric Lauer,"SP, 48 ovr / 20 adj (47 stam, 3 pit) 42 GB% | 160 vsR | 189 vsL | 169 FIP-",SP,-2.4,-1.2,48.0,20,L,47.0,3,42.0,169.0,160.0,189.0,TOR
Eric Loomis,"RP, 37 ovr / 20 adj (19 stam, 3 pit) 54 GB% | 152 vsR | 213 vsL | 178 FIP-",RP,0.0,-1.4,37.0,20,R,19.0,3,54.0,178.0,152.0,213.0,
Eric Orze,"RP, 41 ovr / 30 adj (21 stam, 3 pit) 50 GB% | 128 vsR | 131 vsL | 130 FIP-",RP,0.0,-0.3,41.0,30,R,21.0,3,50.0,130.0,128.0,131.0,
Eric Reyzelman,"RP, 37 ovr / 20 adj (17 stam, 3 pit) 45 GB% | 181 vsR | 196 vsL | 187 FIP-",RP,0.0,-1.6,37.0,20,R,17.0,3,45.0,187.0,181.0,196.0,
Eric Torres,"RP, 36 ovr / 20 adj (19 stam, 1 pit) 47 GB% | 204 vsR | 175 vsL | 198 FIP-",RP,0.0,-1.8,36.0,20,L,19.0,1,47.0,198.0,204.0,175.0,
Erick Fedde,"SP, 48 ovr / 20 adj (68 stam, 2 pit) 46 GB% | 157 vsR | 186 vsL | 171 FIP-",SP,-2.5,-1.2,48.0,20,R,68.0,2,46.0,171.0,157.0,186.0,
Erick Mejia,"RP, 35 ovr / 20 adj (14 stam, 1 pit) 43 GB% | 172 vsR | 204 vsL | 189 FIP-",RP,0.0,-1.6,35.0,20,R,14.0,1,43.0,189.0,172.0,204.0,
Erik Miller,"RP, 46 ovr / 49 adj (22 stam, 3 pit) 57 GB% | 84 vsR | 71 vsL | 82 FIP-",RP,0.0,1.0,46.0,49,L,22.0,3,57.0,82.0,84.0,71.0,ATL
Erik Sabrowski,"RP, 47 ovr / 44 adj (21 stam, 3 pit) 37 GB% | 93 vsR | 89 vsL | 92 FIP-",RP,0.0,0.7,47.0,44,L,21.0,3,37.0,92.0,93.0,89.0,NYM
Eriq Swan,"RP, 37 ovr / 20 adj (41 stam, 2 pit) 44 GB% | 215 vsR | 233 vsL | 221 FIP-",RP,0.0,-2.2,37.0,20,R,41.0,2,44.0,221.0,215.0,233.0,COL
Esteban Mejia,"SP, 34 ovr / 20 adj (54 stam, 0 pit) 47 GB% | 245 vsR | 264 vsL | 252 FIP-",SP,-7.1,-2.8,34.0,20,R,54.0,0,47.0,252.0,245.0,264.0,COL
Ethan Frey,"SP, 34 ovr / 20 adj (53 stam, 0 pit) 46 GB% | 395 vsR | 395 vsL | 395 FIP-",SP,-13.0,-4.7,34.0,20,R,53.0,0,46.0,395.0,395.0,395.0,SD
Ethan Holliday,"RP, 30 ovr / 20 adj (15 stam, 0 pit) 27 GB% | 395 vsR | 396 vsL | 395 FIP-",RP,0.0,-4.7,30.0,20,R,15.0,0,27.0,395.0,395.0,396.0,ATL
Ethan Pecko,"SP, 48 ovr / 20 adj (48 stam, 3 pit) 47 GB% | 150 vsR | 171 vsL | 159 FIP-",SP,-1.7,-1.0,48.0,20,R,48.0,3,47.0,159.0,150.0,171.0,KC
Ethan Petry,"RP, 36 ovr / 20 adj (20 stam, 0 pit) 46 GB% | 397 vsR | 397 vsL | 397 FIP-",RP,0.0,-4.7,36.0,20,R,20.0,0,46.0,397.0,397.0,397.0,SD
Ethan Roberts,"RP, 38 ovr / 23 adj (18 stam, 2 pit) 39 GB% | 135 vsR | 160 vsL | 150 FIP-",RP,0.0,-0.8,38.0,23,R,18.0,2,39.0,150.0,135.0,160.0,BAL
Ethan Schiefelbein,"SP, 32 ovr / 20 adj (59 stam, 0 pit) 46 GB% | 299 vsR | 287 vsL | 295 FIP-",SP,-9.1,-3.4,32.0,20,L,59.0,0,46.0,295.0,299.0,287.0,KC
Ethan Small,"SP, 45 ovr / 20 adj (37 stam, 3 pit) 43 GB% | 172 vsR | 163 vsL | 172 FIP-",SP,-2.6,-1.3,45.0,20,L,37.0,3,43.0,172.0,172.0,163.0,
Eury Perez,"SP, 63 ovr / 49 adj (53 stam, 4 pit) 40 GB% | 113 vsR | 114 vsL | 113 FIP-",SP,1.7,0.2,63.0,49,R,53.0,4,40.0,113.0,113.0,114.0,CHW
Evan Fitterer,"RP, 39 ovr / 20 adj (39 stam, 1 pit) 62 GB% | 200 vsR | 194 vsL | 196 FIP-",RP,0.0,-1.8,39.0,20,R,39.0,1,62.0,196.0,200.0,194.0,
Evan Phillips,"RP, 59 ovr / 44 adj (14 stam, 3 pit) 44 GB% | 84 vsR | 104 vsL | 93 FIP-",RP,0.0,0.7,59.0,44,R,14.0,3,44.0,93.0,84.0,104.0,TOR
Evan Reifert,"RP, 37 ovr / 20 adj (17 stam, 3 pit) 52 GB% | 152 vsR | 187 vsL | 168 FIP-",RP,0.0,-1.2,37.0,20,R,17.0,3,52.0,168.0,152.0,187.0,
Evan Sisk,"RP, 41 ovr / 41 adj (15 stam, 2 pit) 56 GB% | 120 vsR | 77 vsL | 102 FIP-",RP,0.0,0.5,41.0,41,L,15.0,2,56.0,102.0,120.0,77.0,
Felipe De La Cruz,"RP, 39 ovr / 20 adj (33 stam, 2 pit) 45 GB% | 171 vsR | 124 vsL | 160 FIP-",RP,0.0,-1.0,39.0,20,L,33.0,2,45.0,160.0,171.0,124.0,
Felix Arronde,"SP, 40 ovr / 20 adj (52 stam, 2 pit) 50 GB% | 182 vsR | 203 vsL | 191 FIP-",SP,-3.8,-1.7,40.0,20,R,52.0,2,50.0,191.0,182.0,203.0,
Felix Bautista,"RP, 66 ovr / 52 adj (16 stam, 4 pit) 49 GB% | 73 vsR | 75 vsL | 74 FIP-",RP,0.0,1.3,66.0,52,R,16.0,4,49.0,74.0,73.0,75.0,BAL
Fernando Cruz,"RP, 51 ovr / 50 adj (15 stam, 3 pit) 41 GB% | 77 vsR | 83 vsL | 79 FIP-",RP,0.0,1.1,51.0,50,R,15.0,3,41.0,79.0,77.0,83.0,TEX
Fitz Stadler,"RP, 37 ovr / 20 adj (19 stam, 0 pit) 55 GB% | 185 vsR | 207 vsL | 197 FIP-",RP,0.0,-1.8,37.0,20,R,19.0,0,55.0,197.0,185.0,207.0,
Foster Griffin,"SP, 49 ovr / 53 adj (64 stam, 4 pit) 57 GB% | 108 vsR | 99 vsL | 107 FIP-",SP,2.1,0.3,49.0,53,L,64.0,4,57.0,107.0,108.0,99.0,NYM
Framber Valdez,"SP, 63 ovr / 67 adj (64 stam, 4 pit) 66 GB% | 85 vsR | 63 vsL | 80 FIP-",SP,4.4,1.1,63.0,67,L,64.0,4,66.0,80.0,85.0,63.0,CLE
Francis Pena,"RP, 38 ovr / 20 adj (20 stam, 1 pit) 58 GB% | 160 vsR | 195 vsL | 175 FIP-",RP,0.0,-1.3,38.0,20,R,20.0,1,58.0,175.0,160.0,195.0,
Franco Aleman,"RP, 38 ovr / 21 adj (21 stam, 2 pit) 52 GB% | 138 vsR | 173 vsL | 156 FIP-",RP,0.0,-0.9,38.0,21,R,21.0,2,52.0,156.0,138.0,173.0,
Frank Cairone,"SP, 30 ovr / 20 adj (63 stam, 0 pit) 53 GB% | 302 vsR | 308 vsL | 304 FIP-",SP,-9.5,-3.6,30.0,20,L,63.0,0,53.0,304.0,302.0,308.0,KC
Frank Mozzicato,"SP, 34 ovr / 20 adj (63 stam, 1 pit) 41 GB% | 245 vsR | 241 vsL | 245 FIP-",SP,-6.8,-2.7,34.0,20,L,63.0,1,41.0,245.0,245.0,241.0,PHI
Frankie Montas,"RP, 42 ovr / 20 adj (46 stam, 0 pit) 47 GB% | 193 vsR | 209 vsL | 199 FIP-",RP,0.0,-1.8,42.0,20,R,46.0,0,47.0,199.0,193.0,209.0,
Franklin Gomez,"RP, 36 ovr / 20 adj (49 stam, 0 pit) 50 GB% | 237 vsR | 218 vsL | 233 FIP-",RP,0.0,-2.4,36.0,20,L,49.0,0,50.0,233.0,237.0,218.0,ATL
Freddy Peralta,"SP, 67 ovr / 62 adj (60 stam, 4 pit) 42 GB% | 90 vsR | 94 vsL | 92 FIP-",SP,3.4,0.7,67.0,62,R,60.0,4,42.0,92.0,90.0,94.0,ATL
Gabe Craig,"RP, 39 ovr / 20 adj (21 stam, 2 pit) 49 GB% | 140 vsR | 186 vsL | 161 FIP-",RP,0.0,-1.0,39.0,20,R,21.0,2,49.0,161.0,140.0,186.0,
Gabe Klobosits,"RP, 38 ovr / 20 adj (17 stam, 0 pit) 46 GB% | 166 vsR | 201 vsL | 181 FIP-",RP,0.0,-1.5,38.0,20,R,17.0,0,46.0,181.0,166.0,201.0,
Gabe Speier,"RP, 58 ovr / 46 adj (13 stam, 3 pit) 49 GB% | 94 vsR | 63 vsL | 89 FIP-",RP,0.0,0.8,58.0,46,L,13.0,3,49.0,89.0,94.0,63.0,MIA
Gabriel Hughes,"RP, 40 ovr / 20 adj (49 stam, 0 pit) 56 GB% | 175 vsR | 202 vsL | 187 FIP-",RP,0.0,-1.6,40.0,20,R,49.0,0,56.0,187.0,175.0,202.0,STL
Gage Jump,"SP, 44 ovr / 20 adj (59 stam, 2 pit) 49 GB% | 177 vsR | 183 vsL | 179 FIP-",SP,-3.1,-1.4,44.0,20,L,59.0,2,49.0,179.0,177.0,183.0,BAL
Gage Stanifer,"SP, 36 ovr / 20 adj (58 stam, 2 pit) 50 GB% | 213 vsR | 229 vsL | 219 FIP-",SP,-5.4,-2.2,36.0,20,R,58.0,2,50.0,219.0,213.0,229.0,BOS
Gage Wood,"SP, 40 ovr / 20 adj (44 stam, 4 pit) 54 GB% | 191 vsR | 205 vsL | 199 FIP-",SP,-4.3,-1.8,40.0,20,R,44.0,4,54.0,199.0,191.0,205.0,PIT
Garrett Baumann,"SP, 37 ovr / 20 adj (65 stam, 0 pit) 50 GB% | 223 vsR | 228 vsL | 228 FIP-",SP,-5.9,-2.4,37.0,20,R,65.0,0,50.0,228.0,223.0,228.0,ATL
Garrett Cleavinger,"RP, 60 ovr / 49 adj (14 stam, 4 pit) 53 GB% | 86 vsR | 74 vsL | 83 FIP-",RP,0.0,1.0,60.0,49,L,14.0,4,53.0,83.0,86.0,74.0,SD
Garrett Crochet,"SP, 73 ovr / 75 adj (50 stam, 5 pit) 51 GB% | 67 vsR | 48 vsL | 63 FIP-",SP,6.0,1.6,73.0,75,L,50.0,5,51.0,63.0,67.0,48.0,PIT
Garrett Hawkins,"RP, 43 ovr / 27 adj (21 stam, 3 pit) 39 GB% | 123 vsR | 156 vsL | 139 FIP-",RP,0.0,-0.5,43.0,27,R,21.0,3,39.0,139.0,123.0,156.0,
Garrett Hill,"RP, 42 ovr / 20 adj (33 stam, 1 pit) 54 GB% | 171 vsR | 160 vsL | 170 FIP-",RP,0.0,-1.2,42.0,20,R,33.0,1,54.0,170.0,171.0,160.0,
Garrett McDaniels,"RP, 36 ovr / 20 adj (23 stam, 2 pit) 62 GB% | 183 vsR | 126 vsL | 171 FIP-",RP,0.0,-1.2,36.0,20,L,23.0,2,62.0,171.0,183.0,126.0,
Garrett McMillan,"SP, 39 ovr / 20 adj (65 stam, 0 pit) 39 GB% | 195 vsR | 188 vsL | 192 FIP-",SP,-3.8,-1.7,39.0,20,R,65.0,0,39.0,192.0,195.0,188.0,
Garrett Whitlock,"RP, 60 ovr / 52 adj (22 stam, 3 pit) 52 GB% | 56 vsR | 97 vsL | 74 FIP-",RP,0.0,1.3,60.0,52,R,22.0,3,52.0,74.0,56.0,97.0,ATL
Gary Gill Hill,"SP, 33 ovr / 20 adj (51 stam, 0 pit) 51 GB% | 252 vsR | 272 vsL | 258 FIP-",SP,-7.4,-2.9,33.0,20,R,51.0,0,51.0,258.0,252.0,272.0,COL
Gavin Collyer,"RP, 36 ovr / 20 adj (17 stam, 3 pit) 36 GB% | 177 vsR | 211 vsL | 193 FIP-",RP,0.0,-1.7,36.0,20,R,17.0,3,36.0,193.0,177.0,211.0,
Gavin Cross,"RP, 38 ovr / 20 adj (34 stam, 0 pit) 44 GB% | 398 vsR | 396 vsL | 397 FIP-",RP,0.0,-4.8,38.0,20,L,34.0,0,44.0,397.0,398.0,396.0,MIN
Gavin Fien,"RP, 29 ovr / 20 adj (37 stam, 0 pit) 38 GB% | 397 vsR | 398 vsL | 397 FIP-",RP,0.0,-4.8,29.0,20,R,37.0,0,38.0,397.0,397.0,398.0,LAA
Gavin Hollowell,"RP, 38 ovr / 24 adj (17 stam, 2 pit) 44 GB% | 131 vsR | 172 vsL | 146 FIP-",RP,0.0,-0.7,38.0,24,R,17.0,2,44.0,146.0,131.0,172.0,
Gavin Stone,"SP, 46 ovr / 20 adj (54 stam, 0 pit) 50 GB% | 176 vsR | 175 vsL | 177 FIP-",SP,-2.9,-1.4,46.0,20,R,54.0,0,50.0,177.0,176.0,175.0,CHC
Gavin Williams,"SP, 57 ovr / 50 adj (39 stam, 3 pit) 46 GB% | 114 vsR | 109 vsL | 111 FIP-",SP,1.8,0.2,57.0,50,R,39.0,3,46.0,111.0,114.0,109.0,PIT
Geoff Hartlieb,"RP, 38 ovr / 20 adj (21 stam, 2 pit) 58 GB% | 153 vsR | 197 vsL | 176 FIP-",RP,0.0,-1.3,38.0,20,R,21.0,2,58.0,176.0,153.0,197.0,
George Kirby,"SP, 64 ovr / 64 adj (67 stam, 3 pit) 47 GB% | 86 vsR | 87 vsL | 86 FIP-",SP,3.9,0.9,64.0,64,R,67.0,3,47.0,86.0,86.0,87.0,LAD
George Klassen,"SP, 44 ovr / 20 adj (43 stam, 3 pit) 45 GB% | 179 vsR | 176 vsL | 179 FIP-",SP,-3.0,-1.4,44.0,20,R,43.0,3,45.0,179.0,179.0,176.0,DET
George Soriano,"RP, 39 ovr / 20 adj (23 stam, 2 pit) 51 GB% | 156 vsR | 185 vsL | 168 FIP-",RP,0.0,-1.2,39.0,20,R,23.0,2,51.0,168.0,156.0,185.0,
George Wolkow,"RP, 31 ovr / 20 adj (42 stam, 0 pit) 45 GB% | 395 vsR | 397 vsL | 396 FIP-",RP,0.0,-4.7,31.0,20,R,42.0,0,45.0,396.0,395.0,397.0,SD
Gerardo Carrillo,"RP, 38 ovr / 20 adj (20 stam, 2 pit) 54 GB% | 169 vsR | 192 vsL | 181 FIP-",RP,0.0,-1.5,38.0,20,R,20.0,2,54.0,181.0,169.0,192.0,
German Marquez,"SP, 39 ovr / 20 adj (50 stam, 0 pit) 51 GB% | 169 vsR | 227 vsL | 197 FIP-",SP,-4.1,-1.8,39.0,20,R,50.0,0,51.0,197.0,169.0,227.0,
Gerrit Cole,"SP, 60 ovr / 47 adj (56 stam, 4 pit) 45 GB% | 131 vsR | 100 vsL | 114 FIP-",SP,1.5,0.1,60.0,47,R,56.0,4,45.0,114.0,131.0,100.0,MIA
Gerson Moreno,"RP, 37 ovr / 20 adj (17 stam, 2 pit) 39 GB% | 167 vsR | 198 vsL | 181 FIP-",RP,0.0,-1.5,37.0,20,R,17.0,2,39.0,181.0,167.0,198.0,
Glenn Otto Jr.,"RP, 39 ovr / 20 adj (43 stam, 2 pit) 49 GB% | 161 vsR | 202 vsL | 182 FIP-",RP,0.0,-1.5,39.0,20,R,43.0,2,49.0,182.0,161.0,202.0,
Gordon Graceffo,"RP, 44 ovr / 29 adj (47 stam, 1 pit) 46 GB% | 110 vsR | 153 vsL | 132 FIP-",RP,0.0,-0.3,44.0,29,R,47.0,1,46.0,132.0,110.0,153.0,TB
Graham Ashcraft,"RP, 49 ovr / 50 adj (23 stam, 3 pit) 56 GB% | 77 vsR | 81 vsL | 79 FIP-",RP,0.0,1.1,49.0,50,R,23.0,3,56.0,79.0,77.0,81.0,HOU
Grant Anderson,"RP, 44 ovr / 29 adj (19 stam, 3 pit) 49 GB% | 106 vsR | 162 vsL | 133 FIP-",RP,0.0,-0.4,44.0,29,R,19.0,3,49.0,133.0,106.0,162.0,
Grant Hartwig,"RP, 38 ovr / 32 adj (18 stam, 2 pit) 54 GB% | 104 vsR | 150 vsL | 124 FIP-",RP,0.0,-0.1,38.0,32,R,18.0,2,54.0,124.0,104.0,150.0,
Grant Holman,"RP, 38 ovr / 20 adj (17 stam, 1 pit) 49 GB% | 179 vsR | 183 vsL | 180 FIP-",RP,0.0,-1.4,38.0,20,R,17.0,1,49.0,180.0,179.0,183.0,
Grant Holmes,"RP, 47 ovr / 24 adj (49 stam, 2 pit) 55 GB% | 129 vsR | 167 vsL | 148 FIP-",RP,0.0,-0.7,47.0,24,R,49.0,2,55.0,148.0,129.0,167.0,SEA
Grant Taylor,"RP, 56 ovr / 51 adj (22 stam, 4 pit) 50 GB% | 74 vsR | 83 vsL | 78 FIP-",RP,0.0,1.2,56.0,51,R,22.0,4,50.0,78.0,74.0,83.0,TOR
Grant Wolfram,"RP, 40 ovr / 29 adj (21 stam, 3 pit) 49 GB% | 138 vsR | 93 vsL | 132 FIP-",RP,0.0,-0.3,40.0,29,L,21.0,3,49.0,132.0,138.0,93.0,
Grayson Rodriguez,"SP, 55 ovr / 44 adj (63 stam, 4 pit) 47 GB% | 125 vsR | 108 vsL | 119 FIP-",SP,1.2,0.0,55.0,44,R,63.0,4,47.0,119.0,125.0,108.0,ARI
Greg Farone,"SP, 35 ovr / 20 adj (50 stam, 0 pit) 49 GB% | 239 vsR | 242 vsL | 239 FIP-",SP,-6.4,-2.5,35.0,20,L,50.0,0,49.0,239.0,239.0,242.0,HOU
Greg Weissert,"RP, 43 ovr / 28 adj (16 stam, 2 pit) 47 GB% | 125 vsR | 146 vsL | 135 FIP-",RP,0.0,-0.4,43.0,28,R,16.0,2,47.0,135.0,125.0,146.0,PHI
